"HITID","Tweet","Worker1","Answer1","Worker2","Answer2","Agreement","Answer","Date"
"2TFKNQY2RCJKJDD66D8R8KUIDPRS37","Romney to lead Virginia Beach rally on Sunday http://t.co/LxiuLNsD #VirginiaBeach","A2J0MGJFLGQOO5","happy","AMAAE4PQGWD99","none / other","No","no_agreement","Mon Nov 12 20:04:12 UTC 2012"
"2YXL42J1LY58OHGIEA9GNKHD45GP49","RT @redlegrevolver: @JOeffingDI Happy birthday hammerhead! I got you a Mitt Romney yard sign as a gift...but I think some tree hugger st ...","AMAAE4PQGWD99","funny","A2J0MGJFLGQOO5","happy","No","no_agreement","Mon Nov 12 16:26:44 UTC 2012"
"2UQXMB3Q39Z0OG84GGK4MVSTYQ2ITM","RT @CheyenneJoy: One thing I noticed about mitt Romney is he says poor like 'pewr'","A2J0MGJFLGQOO5","funny","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 17:53:18 UTC 2012"
"2K5AB6BFMFFOB8W4T3AFLGESFZ9JWP","Bruce Bartlett grills Romney on GOP's inconsistent health care politics. Hospital mandate ain't health insurance? http://t.co/DK4kCtLQ #sbfi","A2J0MGJFLGQOO5","angry","AMAAE4PQGWD99","mocking","No","no_agreement","Mon Nov 12 16:36:15 UTC 2012"
"2IUSTMOFXRDSHSQC684N5JFM40SURT","Romney camp is bluffing about ""momentum."" hoping to spin news coverage http://t.co/mSDGBbMf #ForwardNotBack","AMAAE4PQGWD99","mocking","A2J0MGJFLGQOO5","sad","No","no_agreement","Mon Nov 12 20:35:56 UTC 2012"
"2UWY5COW0LGRCDMNJPCCEVNU2VV6XZ","RT @Traphik: The only English channel in this Austrian hotel room is CNN. I know SO much about Obama/Romney debate body language now.","AMAAE4PQGWD99","funny","A2J0MGJFLGQOO5","sad","No","no_agreement","Mon Nov 12 16:35:28 UTC 2012"
"2EZ0JPPSI2KYRZZ3HHWKTM6WM26PJ0","Who Knew? Romney Agrees With Obama on Foreign Policy http://t.co/VNmMhWsd via @motherjones","A2J0MGJFLGQOO5","happy","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Tue Nov 13 02:08:27 UTC 2012"
"2N9LPHIT3HVWN5YTYCEJY2175YRJB9","RT @ComeAndLaugh:  Obama","A182JW8U6PO60U","funny","A2J0MGJFLGQOO5","happy","No","no_agreement","Tue Nov 13 00:59:10 UTC 2012"
"2RU9KSSZVXX23EJ5MUHO6GNIZ05M4A","I'm glad Tagg Romney apologized and the president accepted but ...","AMAAE4PQGWD99","hopeful","A2J0MGJFLGQOO5","none / other","No","no_agreement","Mon Nov 12 21:15:08 UTC 2012"
"2GKMIKMN9U8PM8HJL6NXQ3SU1H4BSH","I told my mom if Romney wins. im moving to Canada.","A2J0MGJFLGQOO5","angry","AMAAE4PQGWD99","none / other","No","no_agreement","Mon Nov 12 16:38:24 UTC 2012"
"27WOZFYQS1CS6W2QP14SCIC1HXVJMY","Determination - Obama for America TV Ad: http://t.co/tDIBa4RM via @youtube #connecttheleft #obama #romney","A2J0MGJFLGQOO5","hopeful","AMAAE4PQGWD99","none / other","No","no_agreement","Mon Nov 12 20:54:47 UTC 2012"
"2S3YHVI44OS2XV8J5X5Z0BAP8AK4YJ","RT @McCormackJohn: Chris Wallace fact-checks Obama on Iraqi status of forces agreement: Romney was right.","A2J0MGJFLGQOO5","happy","AMAAE4PQGWD99","none / other","No","no_agreement","Mon Nov 12 16:23:13 UTC 2012"
"2K6H1XERSQV6J1Z09SK3PVWAYJ180T","@TheObamaEffect @ravishingtors even someone in Mali would say that #POTUS won - Heck. even Romney endorses this tweet","AMAAE4PQGWD99","funny","A2J0MGJFLGQOO5","happy","No","no_agreement","Mon Nov 12 21:02:28 UTC 2012"
"22G58B727M0ITPYS5BXYNSVF7U0BWW","I won't consider voting for Romney until he gets Patrick Roy's endorsement. #elway #helton #trifecta","A2J0MGJFLGQOO5","funny","AMAAE4PQGWD99","none / other","No","no_agreement","Mon Nov 12 16:28:52 UTC 2012"
"26YFL6VCPWZ94XR7AYM107SN6CB8N3","@MichaelBerrySho I was called racist today by a car of wanna be thugs because I have a #Romney sticker on my truck. I laughed! #ignorant","A2J0MGJFLGQOO5","funny","A53VNQRRFQ785","mocking","No","no_agreement","Mon Nov 12 23:40:24 UTC 2012"
"25UCF0CP5KXP6S1TA7PGCPM7QXOWXQ","WOW! RT @conservotop: @WDMSteve @hankpannell @MDForMitt John McLaughlin Poll Romney 49 Obama 46 Susquehanna... http://t.co/qzjgHBEI","A2J0MGJFLGQOO5","happy","AMAAE4PQGWD99","none / other","No","no_agreement","Mon Nov 12 20:04:03 UTC 2012"
"2BZYW2GTP9RAK2J7EBX96SOFAZ1TOS","RT @Nick_Anderson_: Today's #cartoon: Horses and bayonets http://t.co/pEG0auBJ #bigbird #drone #drones. #obama #mittromney #romney #deba ...","A2J0MGJFLGQOO5","funny","AMAAE4PQGWD99","none / other","No","no_agreement","Mon Nov 12 21:03:11 UTC 2012"
"2UV2AC9KSSZVA7G1WFLUSQOYJM01J8","RT @natnewswatch: Election blowout on the way? Obama headed for a decisive victory over Mitt Romney. Ipsos projects http://t.co/r9FfjGIn","A2J0MGJFLGQOO5","happy","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 18:19:09 UTC 2012"
"2B3RGNTBJ3MMQ7JQHHE6AKHBCLUV9V","Veri interesting debates they have. overall i'd give it to Obama due to consistency. Romney seems to say one thi http://t.co/WdwAdyEp","A2J0MGJFLGQOO5","hopeful","AMAAE4PQGWD99","mocking","No","no_agreement","Mon Nov 12 16:26:09 UTC 2012"
"27L9Z0B6UTO66ES6K3MRSGPWVVNZOE","Romney. Ryan call on voters for change during Southern Nevada visit: Republican presidential candidat... http://t.co/r4vTts3X #henderson","AMAAE4PQGWD99","hopeful","A2J0MGJFLGQOO5","none / other","No","no_agreement","Mon Nov 12 16:22:17 UTC 2012"
"2CEJ5OPB0YVGCICXOLYEX9U341P6Y5","Liberals boo 9-year-old girl for supporting Romney http://t.co/RciuCvBu","AMAAE4PQGWD99","angry","A2J0MGJFLGQOO5","sad","No","no_agreement","Mon Nov 12 21:03:33 UTC 2012"
"2SVPGFL6VCPWCJ5Y569O31S7VML6LD","RT @huffpostgay: This man is asking anyone who is voting for Romney to de-friend him -- would you do the same? http://t.co/QJEPiXRh","A2J0MGJFLGQOO5","angry","AMAAE4PQGWD99","none / other","No","no_agreement","Mon Nov 12 16:21:25 UTC 2012"
"2D15OPB0YVGZL8073H5PHU3156E7ZX","#repost #romney #obama #democrat #republican #election #2012 #everyvotematters #vote #merica #hastag #hashta http://t.co/0bo1awlV","A2J0MGJFLGQOO5","happy","AMAAE4PQGWD99","none / other","No","no_agreement","Mon Nov 12 16:23:32 UTC 2012"
"20KD21O3W5XHDT30KSTK6EPLVOPGA7","Final Debate: Obama Declares War on Romney -- http://t.co/jo13sTJ2","A2J0MGJFLGQOO5","happy","AMAAE4PQGWD99","none / other","No","no_agreement","Mon Nov 12 19:59:49 UTC 2012"
"2K6U3K4F0OHO81FFA7BOAL92KDV011","RT @phillyeagle1: Google 'Red Rocks Webcams'! ROMNEY BRINGS HUGE CROWD TO AMPHITHEATER!","A2J0MGJFLGQOO5","happy","AMAAE4PQGWD99","hopeful","No","no_agreement","Mon Nov 12 16:24:53 UTC 2012"
"2TEA6X3YOCCFDM3GC7GTQNII0XYPQR","RT @pennilanebyu: O put out a 20pg book on his plan. which is same as last 4yrs &amp; criticizes #Romney for no plan for anything-#Romne ...","ATBZC1F0M7F2F","angry","A2J0MGJFLGQOO5","happy","No","no_agreement","Mon Nov 12 21:48:06 UTC 2012"
"27M5UUKQOYGNV6FYKIFG8107VUYXFT","@BarackObama ""The federal government should provide guarantees for post-bankruptcy financing..."" - Mitt Romney. HINT: Research is ur friend.","AMAAE4PQGWD99","angry","A2J0MGJFLGQOO5","mocking","No","no_agreement","Mon Nov 12 16:32:58 UTC 2012"
"2NAK9RJ85OZICOVX2KGMWOQ5HV6V7J","RT @DOPE_ShxtxD: Mitt Romney gone take away weave if he become president. hoes gone be walking around looking like lil bill","A2J0MGJFLGQOO5","angry","A53VNQRRFQ785","mocking","No","no_agreement","Mon Nov 12 23:41:25 UTC 2012"
"231TUHYW2GTPM1OIKFNM969YVNXLQP","@TheReidReport ...It's as if at one point in last night's debate Gov. Romney just said: ""Screw it! It's up to Voter ID now."" #msnbc #debates","AMAAE4PQGWD99","angry","A2J0MGJFLGQOO5","mocking","No","no_agreement","Mon Nov 12 20:05:17 UTC 2012"
"2929RJ85OZIZRR0L2ZDOWQ5EZOF8WU","RT @ptvjamie: soft romney","A2J0MGJFLGQOO5","funny","AMAAE4PQGWD99","mocking","No","no_agreement","Mon Nov 12 20:04:27 UTC 2012"
"2DYKCCVLL3CAGD0S2ZH4K9NQX6FX7P","RT @thinkprogress: After bashing government spending. Romney campaigns at national landmark built by The New Deal http://t.co/qQkvqqn0...","AMAAE4PQGWD99","angry","A2J0MGJFLGQOO5","happy","No","no_agreement","Mon Nov 12 19:47:48 UTC 2012"
"2I7C6SK9RJ8519WA6RDAIPMORPO4S5","RT @usedtobgop: Was Romney campaign given those big fat bonuses to keep quiet about his Alzheimers? Watch Ann lead him offstage @ #final ...","A2J0MGJFLGQOO5","funny","ATBZC1F0M7F2F","mocking","No","no_agreement","Mon Nov 12 22:08:21 UTC 2012"
"2H3WSBRI8IUBF88K0T8S1LB3OZXF3B","RT @KattWillliams: Bands will make her dance . stamps will make her twerk . If Romney becomes president . these hoes will have to work.","A2J0MGJFLGQOO5","funny","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 18:21:14 UTC 2012"
"2ETNVP3TVOK57PXGT8YQMOZF1PA41K","RT @J_Stud30: Romney has 28 yrs of unpaid service to this country. including no salary as Pres of 2002 olympics. and as Governor of MA.  ...","ATBZC1F0M7F2F","angry","A2J0MGJFLGQOO5","happy","No","no_agreement","Mon Nov 12 21:44:07 UTC 2012"
"2F736XBAT2D500CYXPUQ8JG5WX504E","RT @BarackObama: RT if you agree: We cant afford Mitt Romneys failed policies of the past. We need to keep moving forward. http://t.co ...","AMAAE4PQGWD99","angry","A2J0MGJFLGQOO5","hopeful","No","no_agreement","Mon Nov 12 19:53:55 UTC 2012"
"2F4NCWYB49F9526SPBSJWNST8GMSO1","RT @TichinaArnold: Romney is in over his head. Lord have MERCY. This man CANNOT become Pres.","AMAAE4PQGWD99","angry","A1Y6CLBM5VJQKD","mocking","No","no_agreement","Mon Nov 12 17:27:45 UTC 2012"
"2WQ06UFBNFSVT4ZQVJWS46NG4EAH3B","Romney rips Obama a new one on Benghazi attack http://t.co/1CfcU07S","A2J0MGJFLGQOO5","happy","AMAAE4PQGWD99","none / other","No","no_agreement","Mon Nov 12 19:46:33 UTC 2012"
"2YD8ER9Y8TNKVWD3EFBFPS2OPZ76TG","@AlanColmes I follow you to remind myself why I am voting for Romney. I don't hate. I just disagree with you. #Romney2012","A2J0MGJFLGQOO5","angry","AMAAE4PQGWD99","none / other","No","no_agreement","Mon Nov 12 21:01:20 UTC 2012"
"29ACXKNQY2RCWUKER553PR0KXHS1QZ","Mitt Romney - Let Detroit Go Bankrupt: http://t.co/D481dN7l","AMAAE4PQGWD99","mocking","A2J0MGJFLGQOO5","sad","No","no_agreement","Mon Nov 12 20:49:51 UTC 2012"
"2PZ88MQU6L5OO5QTT1OXCAIJI6XVCC","RT @Tajalithaca: #Utah Salt Lake Tribune says about Romney:  ""'Who is this guy. really. and what in the world does he truly believe?' ""","A2J0MGJFLGQOO5","angry","A1Y6CLBM5VJQKD","mocking","No","no_agreement","Mon Nov 12 18:01:24 UTC 2012"
"2QKHECWA6X3Y1MQQSMG5SXPTLM0LM2","RT @Americassoul: If but not for race Romney would b losing by wide margins.Here's the kicker~I can't COUNT how many whites have said it ...","AMAAE4PQGWD99","none / other","A2J0MGJFLGQOO5","sad","No","no_agreement","Mon Nov 12 20:56:20 UTC 2012"
"26E1INMHGYQ4WD1L3G2FUFFO1X17KB","Nope. me too. ""@hmfearny: Am I the only one who accidentally types Romeny instead of Romney?","A2J0MGJFLGQOO5","funny","AMAAE4PQGWD99","hopeful","No","no_agreement","Mon Nov 12 19:57:33 UTC 2012"
"2JODG67D1X3VDPYB4YB2RE1MAO2HA7","@slone SO SECOND TERM AGENDA IS EXACTLY THE SAME AS THE FIRST AGENDA. IMAGINE THAT ---","A2J0MGJFLGQOO5","angry","AMAAE4PQGWD99","mocking","No","no_agreement","Mon Nov 12 16:37:48 UTC 2012"
"2Y9RLFQ0ONNV4RFV9Y0EORB79MDJSA","RT @ComeAndLaugh:  Obama","A2J0MGJFLGQOO5","funny","AMAAE4PQGWD99","none / other","No","no_agreement","Mon Nov 12 20:20:56 UTC 2012"
"2HFULRGNTBJ3ZWR8XPG7V62KKAS7TH","RT @NotKennyRogers: If I'm Mitt Romney. I go to Ohio and burn a Lebron James jersey every day until the election.","A182JW8U6PO60U","angry","A2J0MGJFLGQOO5","funny","No","no_agreement","Mon Nov 12 23:58:28 UTC 2012"
"2C18EBDPGFL68M37RJINLWIOY0B2HM","can't believe we are watching mitt romney style in class right now.","A2J0MGJFLGQOO5","angry","AMAAE4PQGWD99","funny","No","no_agreement","Mon Nov 12 19:56:59 UTC 2012"
"2LOUXFCD45XCR31OKXKKQN3TJOLVXE","RT @JVIZZIE: @barackobama is exposing. BITCH ROMNEY","A2J0MGJFLGQOO5","angry","A1Y6CLBM5VJQKD","mocking","No","no_agreement","Mon Nov 12 17:26:11 UTC 2012"
"2TOSK9RJ85OZV9SSEK1PUOOQ8DEU6V","RT @rap30: Updated: Romney fundraiser in Chicago--but no Romney--days before election http://t.co/jKTVQCpb","AMAAE4PQGWD99","none / other","A2J0MGJFLGQOO5","sad","No","no_agreement","Mon Nov 12 20:19:02 UTC 2012"
"2YQMZ9O9Z6KWH90LRR8RZLFQ3N62B6","RT @DiscourseOnLivy: Awesome! Mitt Romney is coming to Richmond. VA on 28th. I can wait for you. Mitt. :) #tcot","A2J0MGJFLGQOO5","happy","A182JW8U6PO60U","hopeful","No","no_agreement","Tue Nov 13 01:53:36 UTC 2012"
"2PFMB3Q39Z0BJ47ZY3VE3STVUJYUJ1","RT @GrindTymeV: I'm not buying what Mitt Romney is selling","A2J0MGJFLGQOO5","angry","A182JW8U6PO60U","none / other","No","no_agreement","Tue Nov 13 01:22:00 UTC 2012"
"255NVRH1KHO9RQ5MZGEVHLKWAW5ZQM","@SheeeRatchet: if romney is elected president i'm packing my bags and looking for what island Tupac is stationed.","A1Y6CLBM5VJQKD","angry","AMAAE4PQGWD99","funny","No","no_agreement","Mon Nov 12 17:27:17 UTC 2012"
"25DR14IXKO2LMCVP461653YOFBXBAL","RT @BlackChuckTodd: This Trump thing is just Noise to Distract from the fact that Gloria Allred is having Romney testimony unsealed in C ...","AMAAE4PQGWD99","funny","A2J0MGJFLGQOO5","sad","No","no_agreement","Mon Nov 12 21:15:35 UTC 2012"
"2NAVQ8H88MQUJVJZ353I9RXX7908RR","RT @JoeBiden: These debates have exposed that Gov. Romney and Paul Ryan have a foreign policy right out of the 80s. a social policy ou ...","A182JW8U6PO60U","none / other","A2J0MGJFLGQOO5","sad","No","no_agreement","Tue Nov 13 01:13:20 UTC 2012"
"2D2UDD8XMB3QGJDB3GLTW6T4HUAEP4","RT @ByronYork: Possible. Nightmare of nightmares. MT @byrontau: Romney surge in WI making electoral college tie scenario more likely. ht ...","ATBZC1F0M7F2F","angry","A2J0MGJFLGQOO5","hopeful","No","no_agreement","Mon Nov 12 22:12:24 UTC 2012"
"24BL0XULRGNTOTHXENO5NP7N9134QG","I think it's funny how gay people want Romney when he's trying to take their rights away ..","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","funny","No","no_agreement","Mon Nov 12 22:10:16 UTC 2012"
"2EWRSQV66RLPUS7E95NA3KI65M14CA","RT @Bat890: Dead America: Attacking us is not an agenda. Sincerely. the Arabs.  #Backfire #Romney","AMAAE4PQGWD99","angry","A2J0MGJFLGQOO5","hopeful","No","no_agreement","Mon Nov 12 19:55:14 UTC 2012"
"2S9I8IUB2YU9LTV3LV23T0FBM80J7N","RT @franyafranya: Larry King now beginning the 3rd party candidate debate - to which Obama &amp; Romney were invited. LIVE: http://t.co/ ...","AMAAE4PQGWD99","mocking","A2J0MGJFLGQOO5","none / other","No","no_agreement","Mon Nov 12 20:16:30 UTC 2012"
"2CFX2Q45UUKQ18UYA6SN08OG30HTBN","RT @Shane_Smith13: ROTFLMAO Epic rap battles of history between Barack Obama and Mitt Romney is like the best theyve done.","A2J0MGJFLGQOO5","funny","AMAAE4PQGWD99","mocking","No","no_agreement","Mon Nov 12 20:53:36 UTC 2012"
"2PWR9Y8TNKIMC20GCP8SAOM0SFD8VK","RT @BarackObama: RT if you agree: We cant afford Mitt Romneys failed policies of the past. We need to keep moving forward. http://t.co ...","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","hopeful","No","no_agreement","Mon Nov 12 21:45:31 UTC 2012"
"2RJQP6AUC26DTGLOT7UV8FK0FN2922","Finally an explanation of Romney's tax cuts that makes sense. http://t.co/SfpQJDc3 It's all so clear now.","A2J0MGJFLGQOO5","happy","A182JW8U6PO60U","hopeful","No","no_agreement","Mon Nov 12 23:34:07 UTC 2012"
"2PQMQU6L5OBVPSF2P7VAQJF7JTJEXS","Wow even in class #Romneyis stupid!!! Lol","A2J0MGJFLGQOO5","angry","A53VNQRRFQ785","mocking","No","no_agreement","Mon Nov 12 23:44:12 UTC 2012"
"26ZIT3HVWAVKVGGYB0T1F2Z9CPZMEG","RT @BarackObama: RT if you agree: We cant afford Mitt Romneys failed policies of the past. We need to keep moving forward. http://t.co ...","AMAAE4PQGWD99","angry","A2J0MGJFLGQOO5","hopeful","No","no_agreement","Mon Nov 12 20:52:15 UTC 2012"
"235CWYB49F9S52V8TBAOVST5K4XTP9","I Say If Romney Wins Election We All Move To Nigeria.","AMAAE4PQGWD99","funny","A2J0MGJFLGQOO5","sad","No","no_agreement","Mon Nov 12 19:40:20 UTC 2012"
"2C6X7H57DZKPSOIP8N8DU25LBHR1BN","RT @OFA_PA: Take a look at @BarackObama's plan for the country. compare it to Mitt Romney's. then vote: http://t.co/odZxhoD2","AMAAE4PQGWD99","hopeful","A2J0MGJFLGQOO5","none / other","No","no_agreement","Mon Nov 12 21:01:34 UTC 2012"
"2DYKCCVLL3CAGD0S2ZH4K9NQX6G7X0","RT @boner4kony: Romney is A","A2J0MGJFLGQOO5","happy","AMAAE4PQGWD99","none / other","No","no_agreement","Mon Nov 12 21:17:48 UTC 2012"
"235CWYB49F9S52V8TBAOVST5K4XPT5","RT @boner4kony: Romney is A","A2J0MGJFLGQOO5","happy","AMAAE4PQGWD99","none / other","No","no_agreement","Mon Nov 12 21:05:44 UTC 2012"
"2LRF9SSSHX11WY13LF85N8J4ROJVZB","REUTERS POLL: Obama Is Going To Trounce Mitt Romney In A Landslide http://t.co/W76pvkjN via @bi_politics","A2J0MGJFLGQOO5","happy","AMAAE4PQGWD99","hopeful","No","no_agreement","Mon Nov 12 19:42:03 UTC 2012"
"2IF3V0FK0COKFTSCEHGKS9LRZ56OHD","@hmfearny: So strange. the media isn't hyperventilating over Romney crowds like they did Obama's in 08. I don't understand. me either :)","A2J0MGJFLGQOO5","afraid","AMAAE4PQGWD99","mocking","No","no_agreement","Mon Nov 12 19:47:14 UTC 2012"
"25KGMMEGOOGQ5M0HAK120EIUXTIBBG","RT @BarackObama: RT if you agree: We cant afford Mitt Romneys failed policies of the past. We need to keep moving forward. http://t.co ...","AMAAE4PQGWD99","angry","A2J0MGJFLGQOO5","hopeful","No","no_agreement","Mon Nov 12 20:01:56 UTC 2012"
"29D7WGKCCVLLGMOEVW8AXQ4CCM8U4A","If Romney wins the election I feel so bad for every minority ever","AMAAE4PQGWD99","afraid","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 18:11:34 UTC 2012"
"2ZCB2YU98JHS6VPEDA6BR9IOEIWBN5","HEAR YE. HEAR YE.....Dem BOB BECKEL says: ""IF THOSE NUMBERS ARE CORRECT THEN IT IS OVER""!!!!!!! .... Gallup: Romney 52% || Obama 45%","A2J0MGJFLGQOO5","happy","AMAAE4PQGWD99","none / other","No","no_agreement","Mon Nov 12 20:55:24 UTC 2012"
"2LKJ1LY58B72KWET8PBHL16YIRDS7C","RT @MarkSimoneNY: Krauthammer: Romney went large. Obama went very. very small  shockingly small","A2J0MGJFLGQOO5","happy","AMAAE4PQGWD99","mocking","No","no_agreement","Mon Nov 12 19:40:11 UTC 2012"
"2FJTHV8ER9Y86XYTE9JMDKFHV163QT","It might be a tape of Romney. as a bishop of his church. talking a girl out of abortion. God forbid a bishop shares religious convictions.","AMAAE4PQGWD99","mocking","A2J0MGJFLGQOO5","sad","No","no_agreement","Mon Nov 12 21:17:15 UTC 2012"
"29BLB3L0FBJ9VYPU6TIE3E5RSQKLXM","@Hierophant83 @simonradio1776 Romney has proved it &amp; it is called business acumen  which is foreign to a perm gov employee like ACORN B.O.!!","A2J0MGJFLGQOO5","happy","AMAAE4PQGWD99","none / other","No","no_agreement","Mon Nov 12 19:44:24 UTC 2012"
"25Z1XERSQV664V3SA3UH3WAVNHO19D","Ann Romney Comes To Florida For Shameless Breast Cancer Photo Op [by @BeachPeanuts] | http://t.co/yYp2S8m3 #TeamUterati #ABLC #TFY #fem2 #p2","AMAAE4PQGWD99","angry","A2J0MGJFLGQOO5","none / other","No","no_agreement","Mon Nov 12 21:06:08 UTC 2012"
"2VG5COW0LGRZGIQ27V363NUZZCA7Y6","RT @HenegarC: I'm pretty sure Obama wrote his debate plan down on an etch-a-sketch","AMAAE4PQGWD99","funny","A2J0MGJFLGQOO5","mocking","No","no_agreement","Mon Nov 12 20:51:17 UTC 2012"
"22IXULRGNTBJGW0OPF6PFN62NGTS6D","RT @EnoughSarcasm: Moderator:  What color is the sky?","A2J0MGJFLGQOO5","funny","AMAAE4PQGWD99","none / other","No","no_agreement","Mon Nov 12 20:33:32 UTC 2012"
"2KGOCCF0CP5KAZ7TFS9X6G4PP64VUM","RT @ladygaga: thought Romney's foreign policy debate style was surprisingly weak. not knowledgable @ladykristen_x: @ladygaga What were y ...","A2J0MGJFLGQOO5","afraid","AMAAE4PQGWD99","mocking","No","no_agreement","Mon Nov 12 20:12:45 UTC 2012"
"227HIT3HVWAVXSKDFTH2972ZC88DLC","RT @SeanWhitney5: Polls show that American children would vote Obama over Romney. Now I understand why they make you wait till your 18 t ...","AMAAE4PQGWD99","afraid","A2J0MGJFLGQOO5","angry","No","no_agreement","Mon Nov 12 20:17:24 UTC 2012"
"2FK4E6AUBXHW5RLQDJ0VJZWDUKG1XX","I just purchased Romney Window Decal from http://t.co/Zx7YmOal http://t.co/Rm8vHPPk Only 14 days left to do your part!","A2J0MGJFLGQOO5","happy","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 20:04:35 UTC 2012"
"27G2RCJK63ZVRDV2SULIIQ9JO4A7W7","Imagine how polls would look if Obama partisans had all proclaimed him the winner of the first debate like Fox proclaimed Romney this week..","A1Y6CLBM5VJQKD","none / other","A2J0MGJFLGQOO5","sad","No","no_agreement","Mon Nov 12 20:36:36 UTC 2012"
"29DQ8H88MQU6YF2MNM91ZXX4DH1S9O","MUTT ROMNEY is not House trained for the White House http://t.co/B3lv9R4u","A2J0MGJFLGQOO5","funny","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 21:04:38 UTC 2012"
"2RDKI62NJQ21KCDK1086JKLCYDTUM5","Made it into Red Rocks. Waiting for Paul Ryan and Mitt Romney...the place is packed. But first...Kid Rock! #romneyryan http://t.co/QeYizDRo","A2J0MGJFLGQOO5","happy","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 19:55:02 UTC 2012"
"2AKD5NQYN5F33AXRX3PMVCWYE3RB7U","And Log Cabin Republicans endorse him | Romney May End Hospital Visitation Rights for Many Gay Couples http://t.co/ndOGvSE4 via @HuffPostGay","A1Y6CLBM5VJQKD","none / other","A2J0MGJFLGQOO5","sad","No","no_agreement","Mon Nov 12 21:03:20 UTC 2012"
"2HFULRGNTBJ3ZWR8XPG7V62KKAQT71","RT @LouisOliver25: @BorisKodjoe New Mitt Romney election tshirt @www.clichetease.com http://t.co/gozxxX2u","A2J0MGJFLGQOO5","hopeful","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 20:05:41 UTC 2012"
"2N0AA2SEIUUUDA21CU14QIS8V1CPP0","RT @cher: Tagg Romney owns piece of co.That Put Voter tabulating machines in..OHIO ! Man who owns the rest of co. made a huge $$ contrib ...","A2J0MGJFLGQOO5","angry","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 19:42:27 UTC 2012"
"2CZ8MZ9O9Z6K9EDX298HZRLFTZ61AS","RT @edshow: Mitt Romney tries to ""airbrush"" history. while the president lays out the facts on outsourcing. China. Tweet so we can share ...","A2J0MGJFLGQOO5","angry","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 19:54:52 UTC 2012"
"2M998D8J3VE79264F83GBMCKB9BXHR","RT @sandinbrick: #Truth! -&gt;Romney &amp; Company Shipped Every Single Delphi UAW Job to China http://t.co/anZZm8M9","A2J0MGJFLGQOO5","angry","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 20:32:40 UTC 2012"
"2UVP8PJWKUDDL70MV0U970B6XS6J8A","RT @politicoroger: Obama: ""Unlike Romney. I am proud to talk about what's in my jobs plan. Math in my plan adds up. I won't be runnin' t ...","A2J0MGJFLGQOO5","happy","A1Y6CLBM5VJQKD","mocking","No","no_agreement","Mon Nov 12 20:17:06 UTC 2012"
"22GHVI44OS2KY4MOFOQSJAP5E0IZ59","These are Romney's supporters. Everyone under 30 who thinks their state is NOT a swing state needs to vote... http://t.co/CnkLorSI","A2J0MGJFLGQOO5","hopeful","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 19:43:31 UTC 2012"
"2GXYQS1CSTMOS75OKE9C9EYDQW1PM4","Obama Sics His Freaks On Romney: Allred. Sullivan. Wright http://t.co/Y6t7U8p6 via @BreitbartNews","A2J0MGJFLGQOO5","happy","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 20:35:38 UTC 2012"
"2BQLZ6R70G5RMIRJBDMEFWSSWMG8OI","RT @JoeBiden: These debates have exposed that Gov. Romney and Paul Ryan have a foreign policy right out of the 80s. a social policy ou ...","A2J0MGJFLGQOO5","angry","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 20:31:52 UTC 2012"
"2IBHV8ER9Y8T0UWXR2D5SFHS5N54RH","Future news: Romney holds election night rally in Boston - Tue 6 Nov 2012 (in 13 days) - http://t.co/N7cLXfr0","A2J0MGJFLGQOO5","happy","A53VNQRRFQ785","hopeful","No","no_agreement","Mon Nov 12 23:43:57 UTC 2012"
"2Q69Z6KW4ZMACRV2JV6Q8ONNYQZ6F8","RT @KarlRove: Let's check transcript! Obama was wrong. Romney said gov't should provide guarantees for post-bankruptcy financing.  http: ...","A2J0MGJFLGQOO5","angry","A182JW8U6PO60U","mocking","No","no_agreement","Tue Nov 13 01:13:13 UTC 2012"
"2J1E1M7PKK9L46KZRK30CLZXSKQZSB","RT @ForbesTech: Romney is wrong about Tesla. Again. writes @greenwombat. http://t.co/oArUnqcB","A2J0MGJFLGQOO5","angry","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Tue Nov 13 02:03:31 UTC 2012"
